6.498933e+002,4.795197e-002
6.503754e+002,4.910831e-002
6.508575e+002,4.934648e-002
6.513397e+002,4.814546e-002
6.518218e+002,4.527456e-002
6.523039e+002,4.094761e-002
6.527860e+002,3.581701e-002
6.532681e+002,3.079625e-002
6.537502e+002,2.676074e-002
6.542324e+002,2.427937e-002
6.547145e+002,2.348831e-002
6.551966e+002,2.412334e-002
6.556787e+002,2.567041e-002
6.561608e+002,2.752665e-002
6.566429e+002,2.914647e-002
6.571251e+002,3.009622e-002
6.576072e+002,3.008698e-002
6.580893e+002,2.897362e-002
6.585714e+002,2.679563e-002
6.590535e+002,2.381973e-002
6.595356e+002,2.057896e-002
6.600178e+002,1.782759e-002
6.604999e+002,1.638013e-002
6.609820e+002,1.688412e-002
6.614641e+002,1.959352e-002
6.619462e+002,2.424462e-002
6.624283e+002,3.008798e-002
6.629105e+002,3.607447e-002
6.633926e+002,4.115553e-002
6.638747e+002,4.458143e-002
6.643568e+002,4.608196e-002
6.648389e+002,4.585724e-002
6.653210e+002,4.441602e-002
6.658032e+002,4.235214e-002
6.662853e+002,4.016593e-002
6.667674e+002,3.815633e-002
6.672495e+002,3.641052e-002
6.677316e+002,3.494240e-002
6.682137e+002,3.394711e-002
6.686959e+002,3.365052e-002
6.691780e+002,3.355476e-002
6.696601e+002,3.259696e-002
6.701422e+002,3.025655e-002
6.706243e+002,2.689686e-002
6.711064e+002,2.337008e-002
6.715886e+002,2.059630e-002
6.720707e+002,1.927498e-002
6.725528e+002,1.966143e-002
6.730349e+002,2.141684e-002
6.735170e+002,2.365105e-002
6.739991e+002,2.521933e-002
6.744813e+002,2.515799e-002
6.749634e+002,2.304739e-002
6.754455e+002,1.915341e-002
6.759276e+002,1.432975e-002
6.764097e+002,9.736825e-003
6.768918e+002,6.480051e-003
6.773740e+002,5.287614e-003
6.778561e+002,6.341273e-003
6.783382e+002,9.300128e-003
6.788203e+002,1.349014e-002
6.793024e+002,1.813920e-002
6.797845e+002,2.257128e-002
6.802667e+002,2.629466e-002
6.807488e+002,2.901145e-002
6.812309e+002,3.058186e-002
6.817130e+002,3.100307e-002
6.821951e+002,3.042276e-002
6.826772e+002,2.918410e-002
6.831594e+002,2.782820e-002
6.836415e+002,2.701073e-002
6.841236e+002,2.731626e-002
6.846057e+002,2.902070e-002
6.850878e+002,3.193852e-002
6.855699e+002,3.542602e-002
6.860521e+002,3.852741e-002
6.865342e+002,4.022329e-002
6.870163e+002,3.968405e-002
6.874984e+002,3.650025e-002
6.879805e+002,3.080411e-002
6.884626e+002,2.325624e-002
6.889448e+002,1.488114e-002
6.894269e+002,6.826264e-003
6.899090e+002,1.344456e-004
6.903911e+002,-4.406333e-003
6.908732e+002,-6.334792e-003
6.913553e+002,-5.550611e-003
6.918375e+002,-2.310476e-003
6.923196e+002,2.803488e-003
6.928017e+002,8.968038e-003
6.932838e+002,1.524942e-002
6.937659e+002,2.076765e-002
6.942480e+002,2.486840e-002
6.947302e+002,2.724013e-002
6.952123e+002,2.796225e-002
6.956944e+002,2.741896e-002
6.961765e+002,2.613346e-002
6.966586e+002,2.458667e-002
6.971407e+002,2.310701e-002
6.976229e+002,2.186186e-002
6.981050e+002,2.093713e-002
6.985871e+002,2.041192e-002
6.990692e+002,2.037963e-002
6.995513e+002,2.089992e-002
7.000334e+002,2.191556e-002
7.005156e+002,2.319731e-002
7.009977e+002,2.438990e-002
7.014798e+002,2.513408e-002
7.019619e+002,2.524423e-002
7.024440e+002,2.485275e-002
7.029261e+002,2.442684e-002
7.034083e+002,2.461525e-002
7.038904e+002,2.596121e-002
7.043725e+002,2.861146e-002
7.048546e+002,3.217153e-002
7.053367e+002,3.578744e-002
7.058188e+002,3.842362e-002
7.063010e+002,3.923237e-002
7.067831e+002,3.786897e-002
7.072652e+002,3.463501e-002
7.077473e+002,3.039739e-002
7.082294e+002,2.628508e-002
7.087115e+002,2.330515e-002
7.091937e+002,2.200426e-002
7.096758e+002,2.233461e-002
7.101579e+002,2.373783e-002
7.106400e+002,2.543120e-002
7.111221e+002,2.674333e-002
7.116042e+002,2.737082e-002
7.120864e+002,2.743208e-002
7.125685e+002,2.734329e-002
7.130506e+002,2.756337e-002
7.135327e+002,2.835655e-002
7.140148e+002,2.965727e-002
7.144969e+002,3.109346e-002
7.149791e+002,3.215259e-002
7.154612e+002,3.240449e-002
7.159433e+002,3.169409e-002
7.164254e+002,3.019889e-002
7.169075e+002,2.835740e-002
7.173896e+002,2.669305e-002
7.178718e+002,2.562465e-002
7.183539e+002,2.531949e-002
7.188360e+002,2.563020e-002
7.193181e+002,2.614317e-002
7.198002e+002,2.630191e-002
7.202823e+002,2.558110e-002
7.207645e+002,2.364199e-002
7.212466e+002,2.044280e-002
7.217287e+002,1.626691e-002
7.222108e+002,1.164288e-002
7.226929e+002,7.203442e-003
7.231750e+002,3.532466e-003
7.236572e+002,1.048499e-003
7.241393e+002,-3.783742e-005
7.246214e+002,2.739392e-004
7.251035e+002,1.795363e-003
7.255856e+002,4.177087e-003
7.260677e+002,6.945635e-003
7.265499e+002,9.568211e-003
7.270320e+002,1.155107e-002
7.275141e+002,1.255074e-002
7.279962e+002,1.246303e-002
7.284783e+002,1.145947e-002
7.289604e+002,9.942897e-003
7.294426e+002,8.421494e-003
7.299247e+002,7.329454e-003
7.304068e+002,6.891096e-003
7.308889e+002,7.055272e-003
7.313710e+002,7.560043e-003
7.318531e+002,8.068371e-003
7.323353e+002,8.312457e-003
7.328174e+002,8.201995e-003
7.332995e+002,7.851176e-003
7.337816e+002,7.514866e-003
